8.699349	8.907355
10.990888	10.558674
8.877473	10.052724
8.760666	8.804368
9.563415	9.549448
7.608439	8.800360
9.659354	10.939806
7.789430	7.414659
10.362416	10.221282
8.059313	5.312120
9.246774	9.168845
7.562181	6.548114
9.210020	9.220047
9.404082	8.775232
7.519835	6.857348
9.925357	10.175191
8.579587	8.010829
7.173311	8.473834
8.700337	8.678276
8.649841	9.412173
8.142002	8.877358
9.283884	9.354030
6.788395	7.802640
8.899041	7.981677
8.395885	7.179165
9.466739	9.778164
11.041904	11.027355
8.741377	8.251649
8.845420	9.229373
8.507380	8.348162
9.608642	9.431473
9.905439	8.230340
8.625386	9.728560
10.031220	9.522815
9.323936	10.054927
10.378274	11.312724
11.058153	11.148939
9.301097	10.682786
10.081394	10.066436
9.964596	10.758722
8.692515	7.770287
8.531126	9.333037
10.571455	8.883420
9.165684	8.124381
7.105402	7.047107
6.950284	6.230835
9.281651	8.181362
10.438518	10.648065
8.059815	7.162457
10.695176	10.278105
8.375281	8.383057
9.821595	11.449488
8.759774	8.998006
9.234785	9.233963
7.531836	7.531995
9.730967	9.120754
9.388303	9.309156
8.645077	7.028382
9.433690	8.276918
9.421527	9.573318
8.786130	8.750028
8.927247	10.718664
9.003301	10.994685
8.961822	9.748391
8.522770	9.348519
9.692983	10.748706
10.874963	10.158211
9.212427	8.828256
9.761871	7.855820
9.589386	10.528452
7.397216	7.201689
7.744325	8.911949
9.702848	9.085158
8.120032	8.231559
8.708010	8.026977
8.944454	7.402112
8.338323	6.935749
9.272428	8.948735
11.226096	10.651640
8.007762	8.229491
9.466813	8.568521
8.275823	9.272063
8.312460	8.995544
7.792674	7.604517
7.574756	8.209571
9.470016	8.163138
9.896023	9.839229
8.790962	8.364209
9.289179	9.285518
10.265040	9.306852
9.375007	9.561741
8.958875	8.393778
11.733792	12.140689
10.110641	9.446176
8.183688	9.210681
8.896542	7.516198
10.121543	10.215055
8.621039	8.638880
10.581810	10.834554
9.381207	10.781684
9.281348	7.996073
9.529232	9.455770
9.364518	6.793865
9.225596	9.750657
9.992378	10.026628
8.095268	8.413903
8.184183	7.249882
9.380120	9.973831
8.794100	6.517312
7.269556	6.999355
7.060243	9.102507
9.730992	8.446661
7.435055	6.919033
7.904884	7.488673
8.646615	8.487714
8.266111	7.622150
10.699336	9.549431
7.539507	6.597451
8.741256	11.060551
9.390224	9.533965
8.799699	9.202398
8.594829	7.785417
9.317107	10.052670
8.843957	7.283207
8.375437	9.355925
7.813113	6.151647
8.128203	10.117849
7.896476	7.945761
8.973345	9.194932
8.298963	9.454336
9.136231	8.967648
7.982877	7.574824
8.170840	8.638506
8.140233	6.880801
9.204288	9.245071
9.386349	9.405300
9.656779	8.372755
8.569243	9.430818
9.162297	8.633035
7.726001	8.163636
9.814606	9.837435
8.131415	7.221693
7.821893	8.240220
7.559143	7.908058
9.799052	10.035314
9.469887	10.078255
10.011336	10.590466
9.436329	8.194952
10.697536	9.908609
7.804863	9.282836
9.533538	8.475571
7.204069	6.938864
7.851496	6.164032
6.519579	7.807523
9.072679	7.939152
8.486186	8.205549
7.575923	8.835528
8.556264	9.075296
9.682322	9.074707
9.238727	8.671266
9.852787	9.929758
8.678657	8.558981
8.352658	9.116561
9.276021	9.790848
11.089596	9.757311
8.892190	8.934402
9.465634	9.556796
7.355585	8.234529
9.390215	9.701428
8.555361	7.436507
10.222376	10.306784
9.291168	9.587046
10.600509	11.026473
7.293627	7.050117
7.275241	6.860696
7.104162	7.128711
9.065715	9.020521
9.148330	8.887056
8.128492	8.842775
8.182754	8.985810
9.498119	9.587574
8.042793	6.210905
8.790255	9.161661
8.854633	8.567640
7.903661	8.205769
9.096114	8.796762
7.237184	6.974002
8.532766	8.171195
10.241368	9.476820
8.523514	10.232143
7.466497	9.000225
8.445369	9.713899
8.725719	8.944729
7.940383	9.407263
8.612118	8.295609
7.950685	7.954394
8.619201	9.627997
8.895431	8.154983
8.634186	9.126451
9.886714	9.976733
11.556687	13.581162
7.191969	8.249503
8.895714	9.835318
9.663541	9.201085
9.574516	8.623082
9.460053	8.249206
9.436441	10.020434
9.630227	6.921232
8.759160	9.495204
8.947982	10.829697
8.110484	6.789012
9.606765	8.852022
11.135601	11.504979
9.298293	10.095121
9.165152	9.592714
9.580207	10.691022
8.734093	8.161093
8.920430	9.115163
9.023524	10.317254
9.386622	11.385248
8.784811	8.221255
8.715301	8.029673
8.212261	7.237664
9.836153	10.920484
9.135315	9.360064
10.713061	11.085933
8.365408	10.480101
8.928627	8.682969
8.958570	9.761150
8.203681	9.571218
7.888520	8.011021
8.658334	9.864574
10.389591	9.395478
7.339894	8.231970
9.715732	10.843290
10.932507	11.785721
8.605753	10.448945
8.439975	7.708807
8.238053	9.175120
9.650134	10.952842
7.406156	7.231326
8.786792	9.439940
8.467504	7.896429
9.422873	9.835772
9.031663	8.255155
8.627635	7.773346
8.770605	9.276299
8.011090	7.943551
8.144957	7.941368
8.470415	7.895498
8.479139	9.730104
8.926055	9.293017
8.889478	9.187197
7.793088	7.593308
9.071708	8.404462
7.233119	8.080489
9.609979	9.660631
9.421285	8.889368
9.535543	8.634233
8.180801	9.863212
9.340760	9.267311
9.893018	9.527889
8.957031	8.538372
9.034121	9.201957
10.176632	10.093812
10.101093	10.964290
10.719989	11.320647
7.294794	5.727716
10.030669	9.935496
8.127860	9.485134
7.678087	7.247347
9.344436	10.112600
8.860269	8.590096
9.229818	7.292821
8.279704	7.495772
8.041719	6.910080
9.319231	8.334017
9.495895	9.327716
9.759769	9.421804
9.738806	10.324712
10.375691	10.076182
9.232786	7.802888
8.217943	8.255865
8.224939	8.184901
8.780061	7.859675
8.219798	7.298881
9.426104	8.829919
8.628890	8.586977
9.046863	8.216732
10.102321	9.187479
9.208664	8.775401
7.990094	8.492279
7.243116	7.043901
7.496541	6.490252
8.680674	9.528207
9.300152	8.466196
7.909970	6.444893
9.656696	9.967224
9.776203	11.565839
10.338473	13.999732
10.433701	10.258275
10.609326	11.207430
8.624164	7.573515
8.642961	8.956196
8.437363	7.217308
9.369657	9.087078
11.439801	12.100758
7.953357	8.816490
8.866835	8.920295
8.967274	7.936673
8.069613	8.359585
8.666641	8.630648
7.679523	7.925573
9.566805	8.603051
8.926397	9.009437
8.021337	8.500863
10.740681	11.743900
8.210467	9.797836
9.476463	9.422262
9.858582	8.849166
7.933886	8.686466
7.913619	8.097306
10.566363	9.915859
11.001781	10.437378
10.242656	9.750031
8.518925	8.269399
8.940079	9.883311
7.922933	7.322462
10.651660	10.428743
9.154954	9.378033
9.477570	10.453983
9.909598	8.691855
7.215398	9.441424
7.645872	7.401951
8.763305	9.734026
9.767505	10.931235
9.777484	10.163749
9.608663	10.844077
7.296067	7.989081
6.580612	5.696764
10.379668	10.917792
8.152827	6.703236
9.334666	9.357653
11.245407	10.802259
9.215368	8.093926
8.933038	9.290016
10.352555	10.378579
9.208978	9.321785
10.401208	10.748967
9.410984	9.284040
9.234504	6.950297
9.359015	7.802681
10.083164	8.691254
10.367342	10.013965
8.389059	8.256668
9.476518	9.352508
10.559789	12.164746
10.692670	11.023046
10.488450	10.817681
7.634799	7.403733
